FECHA (YYMMDD);HORA (HHMM);;
140711;1400;225;
140711;1500;181;
140711;1600;100;
140711;1700;18;
140711;1800;0;
140711;1900;0;
140711;2000;0;
140711;2100;0;
140711;2200;0;
140711;2300;0;
140712;0000;0;
140712;0100;0;
140712;0200;0;
140712;0300;0;
140712;0400;0;
140712;0500;0;
140712;0600;0;
140712;0700;1;
140712;0800;29;
140712;0900;231;
140712;1000;469;
140712;1100;534;
140712;1200;506;
140712;1300;561;
140712;1400;541;
140712;1500;386;
140712;1600;131;
140712;1700;21;
140712;1800;0;
140712;1900;0;
140712;2000;0;
140712;2100;0;
140712;2200;0;
140712;2300;0;
140713;0000;0;
140713;0100;0;
140713;0200;0;
140713;0300;0;
140713;0400;0;
140713;0500;0;
140713;0600;0;
140713;0700;1;
140713;0800;25;
140713;0900;68;
140713;1000;179;
140713;1100;522;
140713;1200;614;
140713;1300;582;
140713;1400;450;
140713;1500;337;
140713;1600;172;
140713;1700;21;
140713;1800;0;
140713;1900;0;
140713;2000;0;
140713;2100;0;
140713;2200;0;
140713;2300;0;
140714;0000;0;
140714;0100;0;
140714;0200;0;
140714;0300;0;
140714;0400;0;
140714;0500;0;
140714;0600;0;
140714;0700;0;
140714;0800;8;
140714;0900;25;
140714;1000;31;
140714;1100;49;
140714;1200;40;
140714;1300;43;
140714;1400;55;
140714;1500;65;
140714;1600;24;
140714;1700;4;
140714;1800;0;
140714;1900;0;
140714;2000;0;
140714;2100;0;
140714;2200;0;
140714;2300;0;
140715;0000;0;
140715;0100;0;
140715;0200;0;
140715;0300;0;
140715;0400;0;
140715;0500;0;
140715;0600;0;
140715;0700;2;
140715;0800;32;
140715;0900;180;
140715;1000;350;
140715;1100;289;
140715;1200;224;
140715;1300;387;
140715;1400;503;
140715;1500;251;
140715;1600;84;
140715;1700;21;
140715;1800;0;
140715;1900;0;
140715;2000;0;
140715;2100;0;
140715;2200;0;
140715;2300;0;
140716;0000;0;
140716;0100;0;
140716;0200;0;
140716;0300;0;
140716;0400;0;
140716;0500;0;
