FECHA (YYMMDD);HORA (HHMM);;
040815;0900;0,3;
040815;1000;0,2;
040815;1100;0,2;
040815;1200;1,1;
040815;1300;1,6;
040815;1400;1,5;
040815;1500;1,4;
040815;1600;1,3;
040815;1700;0,4;
040815;1800;0,2;
040815;1900;0,2;
040815;2000;0,3;
040815;2100;0,3;
040815;2200;0,3;
040815;2300;0,3;
040816;0000;0,3;
040816;0100;0,3;
040816;0200;0,5;
040816;0300;0,4;
040816;0400;0,4;
040816;0500;0,5;
040816;0600;0,2;
040816;0700;0,3;
040816;0800;0,2;
040816;0900;0,2;
040816;1000;0,3;
040816;1100;0,7;
040816;1200;0,799998;
040816;1300;0,7;
040816;1400;0,7;
040816;1500;0,7;
040816;1600;0,5;
040816;1700;0,4;
040816;1800;0,2;
040816;1900;0,2;
040816;2000;0,2;
040816;2100;0,2;
040816;2200;0,7;
040816;2300;0,4;
040817;0000;0,5;
040817;0100;0,5;
040817;0200;0,4;
040817;0300;0,5;
040817;0400;0,9;
040817;0500;0,799998;
040817;0600;0,7;
040817;0700;1;
040817;0800;1,1;
040817;0900;0,799998;
040817;1000;0,4;
040817;1100;0,5;
040817;1200;0,599998;
040817;1300;0,9;
040817;1400;0,7;
040817;1500;0,5;
040817;1600;0,599998;
040817;1700;0,5;
040817;1800;0,2;
040817;1900;0,2;
040817;2000;0,3;
040817;2100;0,2;
040817;2200;0,3;
040817;2300;0,3;
040818;0000;0,3;
040818;0100;0,3;
040818;0200;0,3;
040818;0300;0,5;
040818;0400;0,5;
040818;0500;0,599998;
040818;0600;0,599998;
040818;0700;0,599998;
040818;0800;0,599998;
040818;0900;0,3;
040818;1000;0,3;
040818;1100;0,5;
040818;1200;0,799998;
040818;1300;0,7;
040818;1400;0,9;
040818;1500;0,599998;
040818;1600;0,4;
040818;1700;0,4;
040818;1800;0,5;
040818;1900;0,5;
040818;2000;0,4;
040818;2100;0,4;
040818;2200;0,5;
040818;2300;0,4;
040819;0000;0,3;
040819;0100;0,3;
040819;0200;0,3;
040819;0300;0,2;
040819;0400;0,4;
040819;0500;0,4;
040819;0600;0,7;
040819;0700;0,5;
