FECHA (YYMMDD);HORA (HHMM);;
130731;1000;;
130731;1100;;
130731;1200;;
130731;1300;;
130731;1400;;
130731;1500;;
130731;1600;;
130731;1700;;
130731;1800;;
130731;1900;;
130731;2000;;
130731;2100;;
130731;2200;;
130731;2300;;
130801;0000;;
130801;0100;;
130801;0200;;
130801;0300;;
130801;0400;;
130801;0500;;
130801;0600;;
130801;0700;;
130801;0800;;
130801;0900;;
130801;1000;;
130801;1100;;
130801;1200;;
130801;1300;;
130801;1400;;
130801;1500;;
130801;1600;;
130801;1700;;
130801;1800;;
130801;1900;;
130801;2000;;
130801;2100;;
130801;2200;;
130801;2300;;
130802;0000;;
130802;0100;;
130802;0200;;
130802;0300;;
130802;0400;;
130802;0500;;
130802;0600;;
130802;0700;;
130802;0800;;
130802;0900;;
130802;1000;;
130802;1100;;
130802;1200;;
130802;1300;;
130802;1400;;
130802;1500;;
130802;1600;;
130802;1700;;
130802;1800;;
130802;1900;;
130802;2000;;
130802;2100;;
130802;2200;;
130802;2300;;
130803;0000;;
130803;0100;;
130803;0200;;
130803;0300;;
130803;0400;;
130803;0500;;
130803;0600;;
130803;0700;;
130803;0800;;
130803;0900;;
130803;1000;;
130803;1100;;
130803;1200;;
130803;1300;;
130803;1400;;
130803;1500;;
130803;1600;;
130803;1700;;
130803;1800;;
130803;1900;;
130803;2000;;
130803;2100;;
130803;2200;;
130803;2300;;
130804;0000;;
130804;0100;;
130804;0200;;
130804;0300;;
130804;0400;;
130804;0500;;
130804;0600;;
130804;0700;;
130804;0800;;
130804;0900;;
130804;1000;;
130804;1100;;
130804;1200;;
130804;1300;;
130804;1400;;
130804;1500;;
130804;1600;;
130804;1700;;
130804;1800;;
130804;1900;;
130804;2000;;
130804;2100;;
130804;2200;;
130804;2300;;
130805;0000;;
130805;0100;;
130805;0200;;
130805;0300;;
130805;0400;;
130805;0500;;
130805;0600;;
130805;0700;;
130805;0800;;
130805;0900;;
130805;1000;;
130805;1100;;
130805;1200;;
130805;1300;;
130805;1400;;
130805;1500;;
130805;1600;;
130805;1700;;
130805;1800;;
130805;1900;;
130805;2000;;
130805;2100;;
130805;2200;;
130805;2300;;
130806;0000;;
130806;0100;;
130806;0200;;
130806;0300;;
130806;0400;;
130806;0500;;
130806;0600;;
130806;0700;;
130806;0800;;
130806;0900;;
130806;1000;;
130806;1100;;
130806;1200;;
130806;1300;;
130806;1400;;
130806;1500;;
130806;1600;;
130806;1700;;
130806;1800;;
130806;1900;;
130806;2000;;
130806;2100;;
130806;2200;;
130806;2300;;
130807;0000;;
130807;0100;;
130807;0200;;
130807;0300;;
130807;0400;;
130807;0500;;
130807;0600;;
130807;0700;;
130807;0800;;
130807;0900;;
130807;1000;;
130807;1100;;
130807;1200;;
130807;1300;;
130807;1400;;
130807;1500;;
130807;1600;;
130807;1700;;
130807;1800;;
130807;1900;;
130807;2000;;
130807;2100;;
130807;2200;;
130807;2300;;
130808;0000;;
130808;0100;;
130808;0200;;
130808;0300;;
130808;0400;;
130808;0500;;
130808;0600;;
130808;0700;;
130808;0800;;
130808;0900;;
130808;1000;;
130808;1100;;
130808;1200;;
130808;1300;;
130808;1400;;
130808;1500;;
130808;1600;;
130808;1700;;
130808;1800;;
130808;1900;;
130808;2000;;
130808;2100;;
130808;2200;;
130808;2300;;
130809;0000;;
130809;0100;;
130809;0200;;
130809;0300;;
130809;0400;;
130809;0500;;
130809;0600;;
130809;0700;;
130809;0800;;
130809;0900;;
130809;1000;;
130809;1100;;
130809;1200;;
130809;1300;;
130809;1400;;
130809;1500;;
130809;1600;;
130809;1700;;
130809;1800;;
130809;1900;;
130809;2000;;
130809;2100;;
130809;2200;;
130809;2300;;
130810;0000;;
130810;0100;;
130810;0200;;
130810;0300;;
130810;0400;;
130810;0500;;
130810;0600;;
130810;0700;;
130810;0800;;
130810;0900;;
130810;1000;;
130810;1100;;
130810;1200;;
130810;1300;;
130810;1400;;
130810;1500;;
130810;1600;;
130810;1700;;
130810;1800;;
130810;1900;;
130810;2000;;
130810;2100;;
130810;2200;;
130810;2300;;
130811;0000;;
130811;0100;;
130811;0200;;
130811;0300;;
130811;0400;;
130811;0500;;
130811;0600;;
130811;0700;;
130811;0800;;
130811;0900;;
130811;1000;;
130811;1100;;
130811;1200;;
130811;1300;;
130811;1400;;
130811;1500;;
130811;1600;;
130811;1700;;
130811;1800;;
130811;1900;;
130811;2000;;
130811;2100;;
130811;2200;;
130811;2300;;
130812;0000;;
130812;0100;;
130812;0200;;
130812;0300;;
130812;0400;;
130812;0500;;
130812;0600;;
130812;0700;;
130812;0800;;
130812;0900;;
130812;1000;;
130812;1100;;
130812;1200;;
130812;1300;;
130812;1400;;
130812;1500;;
130812;1600;;
130812;1700;;
130812;1800;;
130812;1900;;
130812;2000;;
130812;2100;;
130812;2200;;
130812;2300;;
130813;0000;;
130813;0100;;
130813;0200;;
130813;0300;;
130813;0400;;
130813;0500;;
130813;0600;;
130813;0700;;
130813;0800;;
130813;0900;;
130813;1000;;
130813;1100;;
130813;1200;;
130813;1300;;
130813;1400;;
130813;1500;;
130813;1600;;
130813;1700;;
130813;1800;;
130813;1900;;
130813;2000;;
130813;2100;;
130813;2200;;
130813;2300;;
130814;0000;;
130814;0100;;
130814;0200;;
130814;0300;;
130814;0400;;
130814;0500;;
130814;0600;;
130814;0700;;
130814;0800;;
130814;0900;;
130814;1000;;
130814;1100;;
130814;1200;;
130814;1300;;
130814;1400;;
130814;1500;;
130814;1600;;
130814;1700;;
130814;1800;;
130814;1900;;
130814;2000;;
130814;2100;;
130814;2200;;
130814;2300;;
130815;0000;;
130815;0100;;
130815;0200;;
130815;0300;;
130815;0400;;
130815;0500;;
130815;0600;;
130815;0700;;
130815;0800;;
130815;0900;;
130815;1000;;
130815;1100;;
130815;1200;;
130815;1300;;
130815;1400;;
130815;1500;;
130815;1600;;
130815;1700;;
130815;1800;;
130815;1900;;
130815;2000;;
130815;2100;;
130815;2200;;
130815;2300;;
130816;0000;;
130816;0100;;
130816;0200;;
130816;0300;;
130816;0400;;
130816;0500;;
130816;0600;;
130816;0700;;
130816;0800;;
130816;0900;;
130816;1000;;
130816;1100;;
130816;1200;;
130816;1300;;
130816;1400;;
130816;1500;;
130816;1600;;
130816;1700;;
130816;1800;;
130816;1900;;
130816;2000;;
130816;2100;;
130816;2200;;
130816;2300;;
130817;0000;;
130817;0100;;
130817;0200;;
130817;0300;;
130817;0400;;
130817;0500;;
130817;0600;;
130817;0700;;
130817;0800;;
130817;0900;;
130817;1000;;
130817;1100;;
130817;1200;;
130817;1300;;
130817;1400;;
130817;1500;;
130817;1600;;
130817;1700;;
130817;1800;;
130817;1900;;
130817;2000;;
130817;2100;;
130817;2200;;
130817;2300;;
130818;0000;;
130818;0100;;
130818;0200;;
130818;0300;;
130818;0400;;
130818;0500;;
130818;0600;;
130818;0700;;
130818;0800;;
130818;0900;;
130818;1000;;
130818;1100;;
130818;1200;;
130818;1300;;
130818;1400;;
130818;1500;;
130818;1600;;
130818;1700;;
130818;1800;;
130818;1900;;
130818;2000;;
130818;2100;;
130818;2200;;
130818;2300;;
130819;0000;;
130819;0100;;
130819;0200;;
130819;0300;;
130819;0400;;
130819;0500;;
130819;0600;;
